SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
MMFL,EQ,18-Apr-2023,839.25,847.65,865.8,834.7,854.25,851.35,839.69,111940,939.95,1317,106192,94.87
MMP,EQ,18-Apr-2023,148.3,145.6,150.45,143.4,144.0,144.3,147.31,15767,23.23,287,10697,67.84
MMTC,EQ,18-Apr-2023,29.95,30.05,30.95,30.05,30.25,30.2,30.26,493383,149.3,3023,222599,45.12
MODIRUBBER,BE,18-Apr-2023,62.5,62.5,63.0,62.0,63.0,63.0,62.68,174,0.11,7,-,-
MODISONLTD,EQ,18-Apr-2023,58.6,58.0,65.0,58.0,62.0,62.55,62.22,72673,45.22,1110,39741,54.68
MOGSEC,EQ,18-Apr-2023,51.55,51.49,51.58,51.49,51.56,51.56,51.55,10740,5.54,28,10363,96.49
MOHEALTH,EQ,18-Apr-2023,23.15,23.15,23.15,22.3,23.15,23.09,22.92,3815,0.87,42,1590,41.68
MOHITIND,EQ,18-Apr-2023,12.75,12.8,13.95,12.4,12.8,13.35,13.11,27067,3.55,122,11501,42.49
MOIL,EQ,18-Apr-2023,152.5,151.25,154.5,151.25,154.15,153.9,153.55,98738,151.61,2192,76038,77.01
MOKSH,EQ,18-Apr-2023,9.8,9.9,10.0,9.7,9.8,9.8,9.83,48348,4.75,166,25727,53.21
MOL,EQ,18-Apr-2023,88.25,88.25,91.9,88.25,90.05,90.15,90.5,392548,355.27,4255,137707,35.08
MOLDTECH,EQ,18-Apr-2023,282.65,287.0,292.15,276.5,281.0,281.1,285.0,224470,639.75,8260,101633,45.28
MOLDTKPAC,EQ,18-Apr-2023,949.7,955.4,959.4,940.1,941.5,943.25,950.39,15409,146.45,3102,7883,51.16
MOLOWVOL,EQ,18-Apr-2023,24.71,24.51,25.15,24.51,24.71,24.71,24.72,3070,0.76,53,1591,51.82
MOM100,EQ,18-Apr-2023,32.76,32.9,33.12,32.75,33.12,33.03,32.94,83035,27.35,641,44905,54.08
MOM50,EQ,18-Apr-2023,178.16,178.01,178.57,177.16,177.4,177.91,177.93,724,1.29,62,387,53.45
MOMENTUM,EQ,18-Apr-2023,18.76,19.22,19.22,18.7,18.78,18.86,18.71,50455,9.44,74,48565,96.25
MOMOMENTUM,EQ,18-Apr-2023,37.65,37.65,37.89,37.61,37.84,37.83,37.79,2034,0.77,45,967,47.54
MON100,EQ,18-Apr-2023,103.8,104.39,104.91,103.71,104.9,104.8,104.3,677273,706.4,3457,536771,79.25
MONARCH,EQ,18-Apr-2023,215.4,214.8,220.95,194.1,207.05,206.35,205.97,88276,181.82,4449,44106,49.96
MONQ50,EQ,18-Apr-2023,53.22,54.39,54.39,53.52,53.79,53.78,53.8,12290,6.61,195,8782,71.46
MONTECARLO,EQ,18-Apr-2023,683.25,690.0,699.0,684.0,698.0,695.35,692.31,39321,272.22,3860,20194,51.36
MOQUALITY,EQ,18-Apr-2023,117.38,117.78,117.78,117.76,117.76,117.76,117.77,9,0.01,2,9,100.00
MORARJEE,EQ,18-Apr-2023,19.55,20.05,20.1,19.0,19.25,19.3,19.37,23734,4.6,171,12978,54.68
MOREPENLAB,EQ,18-Apr-2023,27.45,27.55,27.75,27.05,27.15,27.2,27.32,2275489,621.65,4513,711414,31.26
MOS,ST,18-Apr-2023,76.0,90.0,94.5,90.0,94.5,94.5,90.56,3604800,3264.46,1417,3600000,99.87
MOTHERSON,EQ,18-Apr-2023,68.85,69.25,69.3,68.3,68.75,68.7,68.91,9276925,6393.08,23791,6046957,65.18
MOTILALOFS,EQ,18-Apr-2023,622.3,622.3,623.55,605.05,612.0,613.25,613.9,101463,622.88,10549,49443,48.73
MOTOGENFIN,BE,18-Apr-2023,32.95,32.6,33.5,31.35,32.8,31.65,31.85,6883,2.19,35,-,-
MOVALUE,EQ,18-Apr-2023,49.33,49.4,49.9,49.4,49.85,49.77,49.74,38,0.02,20,23,60.53
MPHASIS,EQ,18-Apr-2023,1736.55,1744.0,1789.0,1733.75,1783.0,1783.8,1759.35,390524,6870.69,33322,172778,44.24
MPSLTD,EQ,18-Apr-2023,895.85,895.85,937.0,895.0,932.05,930.1,920.83,35744,329.14,5107,20179,56.45
MRF,EQ,18-Apr-2023,85376.35,85500.0,87495.0,85487.45,86333.05,86821.35,86817.03,6492,5636.16,4578,1514,23.32
MRO-TEK,EQ,18-Apr-2023,57.05,58.95,59.0,57.2,58.0,57.6,57.73,4816,2.78,104,2950,61.25
MRPL,EQ,18-Apr-2023,53.55,53.5,54.45,53.35,53.75,53.75,53.86,1393194,750.43,4854,480585,34.50
MSPL,EQ,18-Apr-2023,8.9,8.95,9.05,8.65,8.9,8.9,8.8,138851,12.22,477,76242,54.91
MSTCLTD,EQ,18-Apr-2023,270.4,270.95,272.5,267.3,270.0,269.15,269.73,100489,271.05,3262,40405,40.21
MSUMI,EQ,18-Apr-2023,50.8,50.9,51.05,49.9,50.1,50.0,50.43,3746427,1889.4,12191,2850345,76.08
MTARTECH,EQ,18-Apr-2023,1755.3,1735.0,1777.1,1735.0,1760.0,1768.2,1761.86,132297,2330.89,12654,59835,45.23
MTEDUCARE,BE,18-Apr-2023,4.5,4.5,4.7,4.4,4.6,4.55,4.61,15166,0.7,60,-,-
MTNL,EQ,18-Apr-2023,19.0,19.1,19.4,18.8,18.9,18.95,19.04,1312558,249.97,2125,509682,38.83
MUKANDLTD,EQ,18-Apr-2023,134.25,134.65,135.95,129.0,130.9,130.5,132.59,181994,241.31,2910,92980,51.09
MUKTAARTS,EQ,18-Apr-2023,50.05,50.85,51.0,49.5,49.8,50.2,49.94,4277,2.14,97,2931,68.53
MUNJALAU,EQ,18-Apr-2023,40.6,40.9,42.2,40.45,41.55,41.45,41.35,50045,20.69,667,29713,59.37
MUNJALSHOW,EQ,18-Apr-2023,91.5,91.7,92.8,91.55,92.4,92.15,92.15,6963,6.42,219,5329,76.53
MURUDCERA,EQ,18-Apr-2023,33.8,34.0,35.8,33.8,35.35,35.1,34.93,51702,18.06,518,25624,49.56
MUTHOOTCAP,EQ,18-Apr-2023,270.15,271.85,274.9,269.2,269.85,271.0,272.23,13434,36.57,456,9363,69.70
MUTHOOTFIN,EQ,18-Apr-2023,1048.85,1030.0,1078.3,1024.1,1053.9,1050.2,1051.42,1481851,15580.43,62545,589134,39.76
MWL,SM,18-Apr-2023,112.95,110.0,113.5,110.0,113.5,112.85,111.62,19200,21.43,16,19200,100.00
NABARD,N2,18-Apr-2023,1128.0,1134.75,1134.75,1128.0,1130.0,1130.0,1129.79,1356,15.32,12,1355,99.93
NACLIND,EQ,18-Apr-2023,86.4,87.4,87.4,85.5,85.7,85.6,85.98,42877,36.87,731,27020,63.02
NAGAFERT,EQ,18-Apr-2023,12.35,12.95,12.95,12.0,12.95,12.95,12.85,4497910,577.79,3386,2394237,53.23
NAGREEKCAP,EQ,18-Apr-2023,21.9,22.0,22.95,20.8,20.8,20.85,22.05,86449,19.06,401,41388,47.88
NAGREEKEXP,EQ,18-Apr-2023,33.2,33.35,33.9,32.0,32.35,32.35,32.63,14334,4.68,201,9284,64.77
NAHARCAP,EQ,18-Apr-2023,265.3,265.3,275.95,263.9,268.7,268.05,271.06,15638,42.39,683,4726,30.22
NAHARINDUS,EQ,18-Apr-2023,95.2,94.55,98.45,94.55,97.3,97.0,96.87,31159,30.18,627,16508,52.98
NAHARPOLY,EQ,18-Apr-2023,237.55,240.0,245.0,236.1,238.6,238.75,240.9,25009,60.25,902,7988,31.94
NAHARSPING,EQ,18-Apr-2023,262.2,258.05,276.8,258.05,270.0,267.35,269.42,64480,173.72,3146,18103,28.08
NAM-INDIA,EQ,18-Apr-2023,239.05,239.9,239.9,236.55,237.25,238.05,237.56,192920,458.3,4570,105256,54.56
NARMADA,EQ,18-Apr-2023,22.05,22.05,22.15,20.65,21.2,21.3,21.25,50628,10.76,522,24896,49.17
NATCOPHARM,EQ,18-Apr-2023,569.8,570.5,575.0,565.1,570.0,566.25,572.03,440093,2517.46,11209,336879,76.55
NATHBIOGEN,EQ,18-Apr-2023,155.95,155.0,161.5,154.55,160.9,160.4,159.25,24976,39.77,1124,17773,71.16
NATIONALUM,EQ,18-Apr-2023,81.4,81.2,82.9,81.15,82.5,82.7,82.05,5503665,4515.79,18675,2412742,43.84
NATNLSTEEL,BE,18-Apr-2023,3.8,3.95,3.95,3.65,3.95,3.95,3.89,23720,0.92,35,-,-
NAUKRI,EQ,18-Apr-2023,3664.15,3674.95,3718.0,3657.15,3685.0,3704.55,3691.18,136275,5030.16,21749,49163,36.08
NAVA,EQ,18-Apr-2023,230.15,230.2,237.55,229.6,232.7,232.55,233.59,593719,1386.88,13150,253809,42.75
NAVINFLUOR,EQ,18-Apr-2023,4531.9,4550.0,4625.0,4522.2,4605.75,4608.25,4575.94,163275,7471.37,25976,64789,39.68
NAVKARCORP,EQ,18-Apr-2023,54.3,54.6,56.8,54.1,55.2,55.3,55.54,734774,408.11,5134,276253,37.60
NAVNETEDUL,EQ,18-Apr-2023,111.5,111.5,114.75,111.0,114.15,114.25,113.1,321884,364.05,4378,174078,54.08
NAZARA,EQ,18-Apr-2023,524.75,526.35,529.7,515.0,517.0,517.9,520.59,142465,741.66,7362,61630,43.26
NBCC,EQ,18-Apr-2023,38.75,38.8,38.9,37.9,38.25,38.25,38.39,3402512,1306.27,9643,1220003,35.86
NBIFIN,EQ,18-Apr-2023,1505.4,1500.0,1515.0,1479.2,1480.3,1486.5,1487.33,67,1.0,17,56,83.58
NCC,EQ,18-Apr-2023,109.6,109.5,110.5,108.25,109.2,109.15,109.42,2322761,2541.68,16789,970376,41.78
NCLIND,EQ,18-Apr-2023,184.35,185.75,185.75,181.0,182.75,183.35,182.71,80201,146.54,2145,51811,64.60
NDGL,EQ,18-Apr-2023,1388.75,1390.0,1397.0,1350.05,1397.0,1392.85,1385.7,24,0.33,16,15,62.50
NDL,EQ,18-Apr-2023,21.8,21.5,23.4,21.5,22.9,22.75,22.81,194575,44.38,1062,132220,67.95
NDRAUTO,EQ,18-Apr-2023,621.65,630.0,632.85,605.0,610.1,611.3,616.18,5207,32.08,883,3006,57.73
NDTV,EQ,18-Apr-2023,188.2,188.5,190.95,186.5,187.2,187.1,187.87,117213,220.21,2400,69238,59.07
NECCLTD,EQ,18-Apr-2023,18.9,19.25,19.25,17.8,18.4,18.45,18.57,66573,12.36,316,43743,65.71
NECLIFE,EQ,18-Apr-2023,17.4,17.55,17.9,17.45,17.6,17.6,17.6,187776,33.05,610,86155,45.88
NELCAST,EQ,18-Apr-2023,92.1,91.5,94.0,91.4,93.35,93.15,92.84,164593,152.81,1874,101787,61.84
NELCO,EQ,18-Apr-2023,553.3,560.0,563.0,543.05,547.0,546.75,550.67,45213,248.98,3320,21367,47.26
NEOGEN,EQ,18-Apr-2023,1637.95,1623.3,1642.9,1604.95,1614.8,1612.8,1627.82,41075,668.63,5131,15523,37.79
NESCO,EQ,18-Apr-2023,531.6,532.2,534.55,526.3,530.0,529.6,530.16,36132,191.56,2764,25156,69.62
NESTLEIND,EQ,18-Apr-2023,20244.4,20200.0,20700.0,20200.0,20585.2,20661.25,20486.45,139860,28652.35,36124,54064,38.66
NETF,EQ,18-Apr-2023,184.72,184.88,185.9,184.31,184.7,184.78,184.72,1196,2.21,38,936,78.26
NETWORK18,EQ,18-Apr-2023,57.35,54.0,56.6,53.15,55.4,55.4,55.51,2144175,1190.25,8088,407786,19.02
NEULANDLAB,EQ,18-Apr-2023,2054.75,2055.0,2081.45,2016.0,2054.0,2056.05,2051.67,32399,664.72,3763,18123,55.94
NEWGEN,EQ,18-Apr-2023,457.0,452.55,471.9,452.55,468.0,468.65,464.47,85697,398.03,5489,39874,46.53
NEXTMEDIA,EQ,18-Apr-2023,4.95,4.9,5.05,4.8,5.05,4.9,4.88,1382,0.07,15,1356,98.12
NFL,EQ,18-Apr-2023,82.0,81.0,81.45,75.4,76.2,76.3,77.56,12154129,9426.72,36969,3916816,32.23
NGIL,EQ,18-Apr-2023,56.05,57.2,58.85,56.15,58.8,58.8,58.19,13593,7.91,275,9278,68.26
NGLFINE,EQ,18-Apr-2023,1338.3,1342.1,1379.0,1333.0,1370.0,1345.85,1342.78,1379,18.52,319,890,64.54
NH,EQ,18-Apr-2023,754.15,757.55,774.0,746.3,759.95,759.95,759.53,365052,2772.69,24260,269844,73.92
NHAI,N2,18-Apr-2023,1145.0,1146.0,1148.0,1145.0,1148.0,1147.03,1146.08,4194,48.07,11,4194,100.00
NHAI,N5,18-Apr-2023,1193.8,1155.0,1155.0,1155.0,1155.0,1155.0,1155.0,175,2.02,1,175,100.00
NHAI,N6,18-Apr-2023,1170.0,1173.0,1180.0,1166.4,1180.0,1178.96,1174.55,3178,37.33,48,2410,75.83
NHAI,N8,18-Apr-2023,1045.03,1046.1,1052.0,1046.0,1048.0,1049.45,1049.82,999,10.49,14,999,100.00
NHAI,N9,18-Apr-2023,1174.99,1114.5,1199.0,1114.5,1120.0,1119.9,1119.31,49,0.55,5,29,59.18
NHAI,,18-Apr-2023,1150.46,1150.0,1150.0,1142.0,1148.0,1147.99,1145.7,1490,17.07,11,1490,100.00
NHAI,ND,18-Apr-2023,1150.8,1155.25,1157.99,1155.25,1157.99,1157.89,1157.9,300,3.47,3,300,100.00
NHAI,NE,18-Apr-2023,1170.75,1169.02,1170.0,1166.51,1166.51,1166.51,1169.74,1821,21.3,12,1796,98.63
NHBTF2014,N6,18-Apr-2023,6610.1,6600.0,6600.0,6575.0,6575.0,6575.88,6592.12,91,6.0,8,91,100.00
NHIT,N1,18-Apr-2023,308.94,305.1,308.0,305.1,307.5,306.46,306.37,1954,5.99,29,1551,79.38
NHIT,N2,18-Apr-2023,305.14,306.14,306.14,305.23,305.5,305.5,305.5,52407,160.11,28,52407,100.00
NHIT,N3,18-Apr-2023,411.84,410.0,411.83,409.0,410.4,410.4,410.2,1663,6.82,26,1655,99.52
NHPC,EQ,18-Apr-2023,43.45,43.4,43.45,42.55,43.0,43.05,42.92,8124105,3486.51,20439,5283484,65.03
NHPC,N4,18-Apr-2023,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,302,3.09,1,302,100.00
NIACL,EQ,18-Apr-2023,103.15,103.35,104.2,102.55,102.9,103.15,103.35,213628,220.79,3358,67295,31.50
NIBL,EQ,18-Apr-2023,19.7,19.9,21.5,19.9,20.2,20.05,20.55,23598,4.85,207,15952,67.60
NIDAN,SM,18-Apr-2023,40.0,38.95,39.25,38.95,39.25,39.25,39.1,2000,0.78,2,2000,100.00
NIF100BEES,EQ,18-Apr-2023,182.48,182.91,182.99,181.72,182.0,182.12,182.21,1635,2.98,120,971,59.39
NIFTYBEES,EQ,18-Apr-2023,193.91,194.91,194.91,192.66,193.34,193.24,193.39,2337292,4520.08,25106,1231485,52.69
NIFTYQLITY,EQ,18-Apr-2023,14.29,14.29,14.41,14.23,14.36,14.35,14.29,29924,4.28,223,7354,24.58
NIITLTD,EQ,18-Apr-2023,355.5,358.0,360.0,354.8,357.25,357.4,357.09,169908,606.73,5948,67234,39.57
NILAINFRA,EQ,18-Apr-2023,5.05,5.1,5.25,5.05,5.15,5.1,5.13,190801,9.78,236,126079,66.08
NILASPACES,EQ,18-Apr-2023,2.9,2.9,3.0,2.85,3.0,2.95,2.92,103227,3.02,189,75463,73.10
NILKAMAL,EQ,18-Apr-2023,1961.2,1958.95,1981.4,1920.05,1935.0,1934.35,1958.32,4709,92.22,823,2922,62.05
NINSYS,EQ,18-Apr-2023,384.05,403.25,403.25,386.0,403.25,403.25,399.16,3920,15.65,266,2750,70.15
NIPPOBATRY,EQ,18-Apr-2023,325.4,326.6,327.95,321.55,323.0,323.5,323.49,1468,4.75,196,1048,71.39
NIRAJ,EQ,18-Apr-2023,27.95,28.1,28.3,27.5,27.9,27.75,27.77,7670,2.13,81,5511,71.85
NIRMAN,SM,18-Apr-2023,57.95,52.5,62.75,52.15,52.15,52.15,55.15,961200,530.1,389,381600,39.70
NITCO,EQ,18-Apr-2023,19.75,19.95,20.5,19.65,19.75,19.8,19.95,133207,26.58,391,88169,66.19
NITINSPIN,EQ,18-Apr-2023,257.65,258.0,260.9,251.35,252.7,252.0,254.55,137126,349.05,4444,74696,54.47
NITIRAJ,EQ,18-Apr-2023,73.95,74.0,74.0,72.3,72.85,73.05,73.37,956,0.7,50,199,20.82
NKIND,EQ,18-Apr-2023,42.0,39.0,41.5,37.8,37.8,39.45,39.43,3,0.0,3,2,66.67
NLCINDIA,EQ,18-Apr-2023,78.95,79.2,79.9,78.65,78.9,78.95,79.3,650740,516.06,4423,324433,49.86
NMDC,EQ,18-Apr-2023,111.45,111.85,112.6,111.5,112.25,112.3,112.2,2730949,3064.23,20611,1440351,52.74
NOCIL,EQ,18-Apr-2023,218.55,216.6,219.0,212.05,214.1,213.5,215.92,361930,781.5,8626,131216,36.25
NOIDATOLL,EQ,18-Apr-2023,6.85,6.85,6.9,6.8,6.9,6.85,6.81,32631,2.22,79,29277,89.72
NOVARTIND,EQ,18-Apr-2023,584.35,594.0,595.95,583.05,586.0,586.5,589.01,5617,33.08,554,3769,67.10
NPBET,EQ,18-Apr-2023,216.39,216.96,218.92,216.78,216.93,217.48,217.87,269,0.59,36,200,74.35
NPST,SM,18-Apr-2023,615.0,590.5,600.0,584.25,600.0,600.0,589.66,4400,25.95,10,3200,72.73
NRAIL,EQ,18-Apr-2023,230.45,229.95,230.95,227.0,227.0,227.95,228.94,2877,6.59,116,2183,75.88
NRBBEARING,EQ,18-Apr-2023,143.85,144.1,145.0,141.05,143.35,143.65,143.31,89316,128.0,2954,45410,50.84
NRL,EQ,18-Apr-2023,117.4,119.25,119.5,116.45,116.5,116.65,117.63,24889,29.28,458,14022,56.34
NSIL,EQ,18-Apr-2023,2134.75,2150.0,2159.95,2130.0,2130.0,2142.25,2137.78,259,5.54,109,121,46.72
NSLNISP,EQ,18-Apr-2023,32.0,32.05,32.45,31.8,32.05,32.05,32.07,5240891,1680.94,9620,3766767,71.87
NTPC,EQ,18-Apr-2023,169.6,170.0,170.75,169.0,170.2,170.1,169.97,16199789,27534.35,70187,10550637,65.13
NTPC,N3,18-Apr-2023,1300.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,11,0.14,1,11,100.00
NTPC,N6,18-Apr-2023,1294.0,1294.0,1294.0,1293.98,1293.99,1293.99,1293.99,411,5.32,8,411,100.00
NTPC,N7,18-Apr-2023,10.35,10.0,10.38,10.0,10.36,10.36,10.34,23429,2.42,61,23137,98.75
NTPC,ND,18-Apr-2023,1220.0,1225.0,1225.0,1220.11,1220.11,1220.11,1220.55,110,1.34,2,110,100.00
NUCLEUS,EQ,18-Apr-2023,605.6,610.0,618.95,591.4,595.5,595.55,599.84,96785,580.55,5959,31860,32.92
NURECA,EQ,18-Apr-2023,336.1,336.0,342.0,335.5,336.5,337.45,338.8,23220,78.67,1747,10827,46.63
NUVOCO,EQ,18-Apr-2023,336.1,336.0,339.4,331.25,333.95,333.35,333.14,124902,416.1,8530,79445,63.61
NV20BEES,EQ,18-Apr-2023,102.38,102.41,102.89,102.28,102.67,102.65,102.46,5592,5.73,102,2873,51.38
NXTDIGITAL,EQ,18-Apr-2023,111.95,116.0,116.0,111.0,111.0,111.15,112.67,4701,5.3,123,3735,79.45
NYKAA,EQ,18-Apr-2023,125.1,126.0,126.55,125.1,125.6,125.55,125.9,6321961,7959.28,27885,4454450,70.46
OAL,EQ,18-Apr-2023,402.15,405.4,408.8,390.0,396.55,395.45,398.56,10917,43.51,949,5629,51.56
OBCL,EQ,18-Apr-2023,61.25,61.9,63.75,60.75,61.7,61.65,62.16,28613,17.79,490,13508,47.21
OBEROIRLTY,EQ,18-Apr-2023,916.8,917.2,943.55,917.2,925.0,923.7,931.45,1159264,10797.91,56884,476846,41.13
OCCL,EQ,18-Apr-2023,709.0,716.05,716.05,704.15,712.8,714.3,710.09,1633,11.6,172,1399,85.67
OFSS,EQ,18-Apr-2023,3281.15,3272.55,3309.95,3257.25,3295.0,3299.3,3277.07,41355,1355.23,6107,15840,38.30
OIL,EQ,18-Apr-2023,262.85,263.75,270.0,260.4,264.2,264.8,266.12,2752430,7324.75,27298,1229993,44.69
OILCOUNTUB,EQ,18-Apr-2023,15.9,16.35,16.35,14.5,15.1,14.9,15.05,105552,15.89,559,57560,54.53
OLECTRA,EQ,18-Apr-2023,650.65,655.0,697.95,651.6,680.0,678.7,681.54,4381126,29858.99,94643,845667,19.30
OMAXAUTO,EQ,18-Apr-2023,41.55,42.2,42.85,41.2,41.5,41.65,42.13,26976,11.36,448,16150,59.87
OMAXE,EQ,18-Apr-2023,52.35,53.0,54.95,52.65,53.3,53.35,53.67,461052,247.43,1540,277966,60.29
OMFURN,SM,18-Apr-2023,50.5,50.1,50.1,48.45,48.45,48.45,49.28,12000,5.91,2,12000,100.00
OMINFRAL,EQ,18-Apr-2023,39.25,39.75,39.95,38.8,38.8,38.95,39.24,33596,13.18,368,26711,79.51
ONELIFECAP,EQ,18-Apr-2023,13.15,13.5,13.7,13.0,13.35,13.2,13.36,15835,2.12,258,7501,47.37
ONEPOINT,EQ,18-Apr-2023,18.5,18.5,18.8,18.2,18.7,18.55,18.41,950858,175.08,1467,518230,54.50
ONGC,EQ,18-Apr-2023,160.15,160.15,160.55,159.4,160.05,160.1,160.03,8008560,12816.06,46216,4631358,57.83
ONMOBILE,EQ,18-Apr-2023,68.3,68.7,70.8,68.4,69.15,69.55,69.49,373136,259.3,3586,147877,39.63
ONWARDTEC,EQ,18-Apr-2023,327.05,332.0,340.0,322.25,326.0,325.3,330.09,15892,52.46,1101,7013,44.13
OPTIEMUS,EQ,18-Apr-2023,192.8,192.95,197.35,173.15,179.3,179.0,181.07,497445,900.74,12565,189069,38.01
ORBTEXP,EQ,18-Apr-2023,131.75,132.0,135.0,130.6,135.0,133.35,132.38,4824,6.39,145,3373,69.92
ORCHPHARMA,BE,18-Apr-2023,385.65,381.7,390.0,381.7,389.75,388.15,388.07,818,3.17,31,-,-
ORICONENT,EQ,18-Apr-2023,19.0,19.1,19.3,18.7,18.9,18.9,18.95,81365,15.42,331,44862,55.14
ORIENTABRA,EQ,18-Apr-2023,25.05,25.55,25.55,24.6,25.0,24.85,25.1,15589,3.91,193,10003,64.17
ORIENTALTL,EQ,18-Apr-2023,6.2,6.45,6.45,6.2,6.3,6.35,6.32,15304,0.97,122,10883,71.11
ORIENTBELL,EQ,18-Apr-2023,541.1,554.9,570.0,531.0,531.0,534.4,551.47,25013,137.94,1747,14799,59.17
ORIENTCEM,EQ,18-Apr-2023,119.65,122.0,123.2,120.1,122.15,121.0,121.85,481246,586.42,4654,234126,48.65
ORIENTELEC,EQ,18-Apr-2023,228.95,229.5,230.6,226.3,227.0,227.2,228.24,184582,421.29,3767,105462,57.14
ORIENTHOT,EQ,18-Apr-2023,86.5,86.15,87.2,85.1,85.75,86.2,85.95,495361,425.75,4139,224287,45.28
ORIENTLTD,EQ,18-Apr-2023,57.6,57.6,59.05,57.4,58.7,58.7,58.43,3239,1.89,92,1956,60.39
ORIENTPPR,EQ,18-Apr-2023,40.45,40.65,42.35,40.05,41.4,41.5,41.14,1398038,575.1,5013,634077,45.35
ORISSAMINE,EQ,18-Apr-2023,2789.35,2809.0,2809.0,2717.35,2725.1,2744.7,2753.24,3251,89.51,792,1887,58.04
ORTEL,BZ,18-Apr-2023,1.05,1.1,1.1,1.0,1.1,1.1,1.0,21615,0.22,17,-,-
ORTINLAB,EQ,18-Apr-2023,19.25,19.2,19.45,19.1,19.1,19.2,19.2,13078,2.51,298,7792,59.58
OSIAHYPER,EQ,18-Apr-2023,31.45,32.05,32.05,29.9,29.9,29.9,30.31,333016,100.94,1263,188754,56.68
OSWALAGRO,EQ,18-Apr-2023,28.7,29.4,29.85,28.6,29.0,28.95,29.08,40428,11.76,182,23807,58.89
OSWALSEEDS,EQ,18-Apr-2023,363.0,378.0,378.0,360.1,361.5,367.9,366.8,21511,78.9,489,11410,53.04
PAGEIND,EQ,18-Apr-2023,38236.75,38230.0,38987.6,37907.1,38440.55,38524.9,38321.5,27168,10411.19,10582,15620,57.49
PAISALO,EQ,18-Apr-2023,57.2,57.8,57.8,55.15,56.0,55.95,56.08,290414,162.86,868,263899,90.87
PALASHSECU,EQ,18-Apr-2023,102.95,102.0,105.05,97.6,98.4,98.7,100.09,4556,4.56,173,1818,39.90
PALREDTEC,EQ,18-Apr-2023,134.2,137.7,137.7,131.9,132.9,132.35,133.34,14821,19.76,502,8692,58.65
PANACEABIO,EQ,18-Apr-2023,120.9,121.55,122.4,120.0,122.4,121.6,120.97,26722,32.33,534,14021,52.47
PANACHE,BE,18-Apr-2023,64.75,62.5,64.1,61.7,61.7,62.0,62.14,23129,14.37,61,-,-
PANAMAPET,EQ,18-Apr-2023,300.8,301.9,304.1,297.0,302.3,300.8,301.17,30247,91.1,1148,16681,55.15
PANSARI,EQ,18-Apr-2023,82.9,83.3,86.9,83.3,86.85,86.8,85.53,144,0.12,16,132,91.67
PAR,EQ,18-Apr-2023,148.05,147.4,158.0,147.4,157.0,157.1,152.67,21007,32.07,372,18660,88.83
PARACABLES,EQ,18-Apr-2023,34.9,35.5,35.8,34.7,35.5,35.25,35.31,343558,121.3,1146,220233,64.10
PARADEEP,EQ,18-Apr-2023,53.5,53.4,53.8,51.75,52.15,52.15,52.69,1367321,720.39,5776,864050,63.19
PARAGMILK,EQ,18-Apr-2023,82.85,83.0,84.0,80.75,81.65,81.15,82.24,316537,260.31,3300,178712,56.46
PARAS,EQ,18-Apr-2023,522.35,520.15,525.0,517.9,522.0,520.1,520.54,54212,282.19,4408,23187,42.77
PARASPETRO,BE,18-Apr-2023,0.9,0.95,0.95,0.85,0.95,0.95,0.92,291624,2.69,229,-,-
PARSVNATH,EQ,18-Apr-2023,8.15,8.15,8.5,7.95,8.15,8.0,8.23,795499,65.44,1323,512508,64.43
PARTYCRUS,SM,18-Apr-2023,100.0,52.5,52.5,52.5,52.5,52.5,52.5,12000,6.3,3,8000,66.67
PASUPTAC,EQ,18-Apr-2023,28.45,28.9,29.6,28.2,29.0,29.0,28.95,49165,14.23,575,29808,60.63
PATANJALI,BE,18-Apr-2023,967.0,966.4,966.4,931.1,948.5,955.7,948.52,102394,971.23,3390,-,-
PATELENG,EQ,18-Apr-2023,15.3,15.4,15.5,15.0,15.15,15.15,15.24,1618002,246.55,1925,1128507,69.75
PATINTLOG,EQ,18-Apr-2023,11.8,11.95,12.1,11.8,11.95,11.85,11.91,98522,11.73,320,43269,43.92
PAYTM,EQ,18-Apr-2023,645.25,645.5,653.7,641.3,643.4,645.0,648.44,931189,6038.24,19664,269755,28.97
PCBL,EQ,18-Apr-2023,119.5,119.75,121.25,119.05,120.0,119.85,120.18,963250,1157.61,8269,386785,40.15
PCJEWELLER,EQ,18-Apr-2023,26.4,26.65,26.85,26.15,26.45,26.35,26.52,558511,148.09,2399,348819,62.46
PDMJEPAPER,EQ,18-Apr-2023,40.0,40.35,40.85,39.35,39.7,39.8,39.9,176621,70.48,1038,83264,47.14
PDSL,EQ,18-Apr-2023,349.55,351.65,353.05,344.7,350.0,346.7,349.06,15952,55.68,1261,10529,66.00
PEARLPOLY,EQ,18-Apr-2023,20.5,20.0,22.55,20.0,22.3,22.0,22.28,418679,93.3,1365,130035,31.06
PEL,EQ,18-Apr-2023,702.8,707.0,727.3,706.75,718.25,720.2,718.15,2807820,20164.41,69237,476970,16.99
PENIND,EQ,18-Apr-2023,84.45,85.5,86.0,80.7,83.0,82.25,83.48,1512496,1262.67,10057,675340,44.65
